          1  1.95312e-02 -4.24544e+00  8.25617e+00
          2  7.81250e-03 -4.25019e+00  8.23471e+00
          3  1.17188e-02 -4.25631e+00  8.21403e+00
          4  1.56250e-02 -4.32244e+00  7.91613e+00
          5  7.81250e-03 -4.35084e+00  7.79355e+00
          6  7.81250e-03 -4.35963e+00  7.74143e+00
          7  1.95312e-02 -4.40299e+00  7.57210e+00
          8  1.56250e-02 -4.41415e+00  7.53154e+00
          9  1.56250e-02 -4.43087e+00  7.45865e+00
         10  7.81250e-03 -4.43283e+00  7.44323e+00
         11  1.17188e-02 -4.43916e+00  7.42877e+00
         12  3.90625e-03 -4.44292e+00  7.41315e+00
         13  7.81250e-03 -4.45606e+00  7.40763e+00
         14  1.17188e-02 -4.46889e+00  7.38190e+00
         15  1.17188e-02 -4.49316e+00  7.28923e+00
         16  7.81250e-03 -4.53057e+00  7.11690e+00
         17  1.95312e-02 -4.54363e+00  7.04385e+00
         18  7.81250e-03 -4.56107e+00  6.95477e+00
         19  0.00000e+00 -4.56107e+00  6.95477e+00
         20  7.81250e-03 -4.58117e+00  6.84967e+00
         21  3.90625e-03 -4.57954e+00  6.84129e+00
         22  2.34375e-02 -4.58065e+00  6.88408e+00
         23  3.90625e-03 -4.58186e+00  6.87022e+00
         24  1.17188e-02 -4.58147e+00  6.87194e+00
         25  0.00000e+00 -4.58147e+00  6.87194e+00
         26  1.56250e-02 -4.57914e+00  6.89851e+00
         27  1.17188e-02 -4.58441e+00  6.87999e+00
         28  1.95312e-02 -4.58340e+00  6.85814e+00
         29  0.00000e+00 -4.58340e+00  6.85814e+00
         30  7.81250e-03 -4.58955e+00  6.82417e+00
         31  3.90625e-03 -4.58869e+00  6.83063e+00
         32  1.56250e-02 -4.61923e+00  6.68156e+00
         33  2.34375e-02 -4.63428e+00  6.59340e+00
         34  1.17188e-02 -4.64138e+00  6.54694e+00
         35  3.90625e-03 -4.64154e+00  6.55333e+00
         36  1.17188e-02 -4.66166e+00  6.43171e+00
         37  3.90625e-03 -4.66207e+00  6.42834e+00
         38  7.81250e-03 -4.67114e+00  6.38646e+00
         39  1.17188e-02 -4.66625e+00  6.42911e+00
         40  1.17188e-02 -4.68559e+00  6.34816e+00
         41  1.95312e-02 -4.70633e+00  6.27244e+00
         42  1.95312e-02 -4.72299e+00  6.18778e+00
         43  3.90625e-03 -4.71366e+00  6.24308e+00
         44  7.81250e-03 -4.72378e+00  6.22018e+00
         45  1.17188e-02 -4.75709e+00  6.07442e+00
         46  1.17188e-02 -4.75067e+00  6.06922e+00
         47  1.56250e-02 -4.80490e+00  5.87081e+00
         48  3.90625e-03 -4.80231e+00  5.88275e+00
         49  1.95312e-02 -4.81798e+00  5.80484e+00
         50  1.95312e-02 -4.82480e+00  5.79496e+00
         51  3.90625e-03 -4.82798e+00  5.77790e+00
         52  7.81250e-03 -4.82849e+00  5.78394e+00
         53  3.90625e-03 -4.82993e+00  5.77304e+00
         54  0.00000e+00 -4.82993e+00  5.77304e+00
         55  1.17188e-02 -4.84613e+00  5.68883e+00
         56  3.90625e-03 -4.84054e+00  5.71113e+00
         57  1.17188e-02 -4.83178e+00  5.77563e+00
         58  7.81250e-03 -4.83672e+00  5.74437e+00
         59  3.90625e-03 -4.83451e+00  5.75767e+00
         60  1.56250e-02 -4.84027e+00  5.70498e+00
         61  7.81250e-03 -4.84416e+00  5.71228e+00
         62  0.00000e+00 -4.84416e+00  5.71228e+00
         63  7.81250e-03 -4.84607e+00  5.71445e+00
         64  7.81250e-03 -4.85528e+00  5.68105e+00
         65  7.81250e-03 -4.85032e+00  5.74212e+00
         66  7.81250e-03 -4.85603e+00  5.71972e+00
         67  3.12500e-02 -4.87640e+00  5.56357e+00
         68  1.17188e-02 -4.90150e+00  5.46809e+00
         69  7.81250e-03 -4.90148e+00  5.47579e+00
         70  1.17188e-02 -4.90294e+00  5.46891e+00
         71  3.90625e-03 -4.90494e+00  5.45390e+00
         72  7.81250e-03 -4.91808e+00  5.39138e+00
         73  7.81250e-03 -4.91330e+00  5.37697e+00
         74  7.81250e-03 -4.91473e+00  5.35427e+00
         75  1.17188e-02 -4.91786e+00  5.34565e+00
         76  7.81250e-03 -4.90190e+00  5.40351e+00
         77  7.81250e-03 -4.91867e+00  5.34020e+00
         78  0.00000e+00 -4.91867e+00  5.34020e+00
         79  1.56250e-02 -4.90686e+00  5.40172e+00
         80  1.56250e-02 -4.92399e+00  5.32061e+00
         81  1.17188e-02 -4.92588e+00  5.29225e+00
         82  7.81250e-03 -4.95893e+00  5.14982e+00
