         71  3.12500e-01 -6.40681e+00 -1.83891e+00
         72  2.92969e-01 -6.41485e+00 -1.86555e+00
         73  2.96875e-01 -6.37262e+00 -1.61210e+00
         74  2.89062e-01 -6.32233e+00 -1.33826e+00
         75  2.77344e-01 -6.33041e+00 -1.34179e+00
         76  3.24219e-01 -6.38798e+00 -1.65326e+00
         77  2.57812e-01 -6.37783e+00 -1.62154e+00
         78  3.28125e-01 -6.34759e+00 -1.45157e+00
         79  2.92969e-01 -6.35014e+00 -1.47052e+00
         80  3.12500e-01 -6.36577e+00 -1.57507e+00
         81  2.96875e-01 -6.34395e+00 -1.44572e+00
         82  2.89062e-01 -6.34816e+00 -1.45721e+00
         83  3.67188e-01 -6.32448e+00 -1.33550e+00
         84  3.00781e-01 -6.30733e+00 -1.23121e+00
         85  2.69531e-01 -6.32667e+00 -1.33406e+00
         86  2.53906e-01 -6.33091e+00 -1.35444e+00
         87  2.69531e-01 -6.37332e+00 -1.60522e+00
         88  2.85156e-01 -6.37930e+00 -1.63450e+00
         89  2.77344e-01 -6.40185e+00 -1.70692e+00
         90  2.89062e-01 -6.39992e+00 -1.71528e+00
         91  2.73438e-01 -6.38124e+00 -1.60830e+00
         92  2.46094e-01 -6.39691e+00 -1.71033e+00
         93  3.35938e-01 -6.37460e+00 -1.54091e+00
         94  2.50000e-01 -6.41403e+00 -1.77682e+00
         95  2.57812e-01 -6.41369e+00 -1.74993e+00
         96  2.53906e-01 -6.39343e+00 -1.66269e+00
         97  3.00781e-01 -6.36258e+00 -1.49365e+00
         98  2.57812e-01 -6.31160e+00 -1.29894e+00
         99  3.00781e-01 -6.30277e+00 -1.21490e+00
        100  2.81250e-01 -6.30949e+00 -1.27303e+00
        101  2.73438e-01 -6.31338e+00 -1.25098e+00
        102  2.69531e-01 -6.31537e+00 -1.24086e+00
        103  3.20312e-01 -6.31265e+00 -1.24500e+00
        104  2.89062e-01 -6.34376e+00 -1.45077e+00
        105  3.08594e-01 -6.35343e+00 -1.52218e+00
        106  3.04688e-01 -6.36257e+00 -1.52732e+00
        107  2.85156e-01 -6.37652e+00 -1.54071e+00
        108  2.89062e-01 -6.34397e+00 -1.45007e+00
        109  2.77344e-01 -6.32400e+00 -1.31099e+00
        110  3.08594e-01 -6.33462e+00 -1.33912e+00
        111  2.69531e-01 -6.33062e+00 -1.32712e+00
        112  2.77344e-01 -6.29811e+00 -1.22231e+00
        113  3.12500e-01 -6.33846e+00 -1.45172e+00
        114  3.08594e-01 -6.34739e+00 -1.50169e+00
        115  3.24219e-01 -6.34494e+00 -1.41847e+00
        116  2.57812e-01 -6.33693e+00 -1.36885e+00
        117  3.12500e-01 -6.33684e+00 -1.36149e+00
        118  2.92969e-01 -6.31075e+00 -1.27059e+00
        119  2.92969e-01 -6.33438e+00 -1.42651e+00
        120  2.96875e-01 -6.30031e+00 -1.20430e+00
        121  3.12500e-01 -6.33365e+00 -1.41909e+00
        122  2.26562e-01 -6.35519e+00 -1.50483e+00
        123  2.96875e-01 -6.33004e+00 -1.40449e+00
        124  2.81250e-01 -6.35250e+00 -1.51159e+00
        125  3.04688e-01 -6.37216e+00 -1.58730e+00
        126  2.89062e-01 -6.38686e+00 -1.65121e+00
        127  2.46094e-01 -6.43101e+00 -1.89239e+00
        128  2.92969e-01 -6.39655e+00 -1.70558e+00
        129  2.53906e-01 -6.40424e+00 -1.71599e+00
        130  2.85156e-01 -6.39762e+00 -1.68521e+00
        131  2.96875e-01 -6.37286e+00 -1.51361e+00
        132  2.85156e-01 -6.33774e+00 -1.36796e+00
        133  2.61719e-01 -6.32430e+00 -1.30403e+00
        134  2.61719e-01 -6.30996e+00 -1.20892e+00
        135  2.57812e-01 -6.31211e+00 -1.21004e+00
        136  2.77344e-01 -6.28363e+00 -1.07687e+00
        137  2.46094e-01 -6.31507e+00 -1.24868e+00
        138  2.85156e-01 -6.26836e+00 -9.93322e-01
        139  2.89062e-01 -6.25992e+00 -8.87858e-01
        140  3.24219e-01 -6.26509e+00 -9.46319e-01
        141  2.57812e-01 -6.26584e+00 -8.84197e-01
        142  2.61719e-01 -6.26452e+00 -9.10053e-01
        143  2.65625e-01 -6.27257e+00 -9.45106e-01
        144  2.53906e-01 -6.29307e+00 -1.09405e+00
        145  3.04688e-01 -6.33201e+00 -1.31675e+00
        146  3.20312e-01 -6.29839e+00 -1.17559e+00
        147  3.20312e-01 -6.30760e+00 -1.21359e+00
        148  3.04688e-01 -6.31240e+00 -1.26606e+00
        149  2.42188e-01 -6.32117e+00 -1.32889e+00
        150  2.77344e-01 -6.32419e+00 -1.35791e+00
        151  2.42188e-01 -6.31573e+00 -1.35017e+00
        152  2.77344e-01 -6.30642e+00 -1.32616e+00
        153  3.32031e-01 -6.31956e+00 -1.36028e+00
        154  2.73438e-01 -6.34451e+00 -1.46736e+00
        155  2.69531e-01 -6.35116e+00 -1.51177e+00
        156  3.47656e-01 -6.34158e+00 -1.41983e+00
        157  3.00781e-01 -6.37604e+00 -1.60324e+00
        158  2.96875e-01 -6.31941e+00 -1.33427e+00
        159  3.28125e-01 -6.34031e+00 -1.46619e+00
        160  3.00781e-01 -6.35370e+00 -1.53464e+00
        161  2.69531e-01 -6.34351e+00 -1.47934e+00
        162  2.81250e-01 -6.36425e+00 -1.57181e+00
        163  3.20312e-01 -6.41519e+00 -1.78352e+00
        164  3.12500e-01 -6.41819e+00 -1.80472e+00
        165  3.32031e-01 -6.39387e+00 -1.72120e+00
        166  2.77344e-01 -6.42284e+00 -1.83337e+00
        167  3.12500e-01 -6.40833e+00 -1.75920e+00
        168  3.43750e-01 -6.42373e+00 -1.84884e+00
        169  3.35938e-01 -6.41782e+00 -1.78669e+00
        170  2.96875e-01 -6.40779e+00 -1.77376e+00
        171  2.77344e-01 -6.42275e+00 -1.84132e+00
        172  2.38281e-01 -6.40234e+00 -1.74478e+00
        173  3.04688e-01 -6.39412e+00 -1.68183e+00
        174  3.20312e-01 -6.38045e+00 -1.59457e+00
        175  2.96875e-01 -6.38813e+00 -1.61383e+00
        176  2.89062e-01 -6.40339e+00 -1.66043e+00
        177  3.43750e-01 -6.38191e+00 -1.59373e+00
        178  3.04688e-01 -6.35532e+00 -1.43328e+00
        179  2.92969e-01 -6.36023e+00 -1.51224e+00
        180  2.81250e-01 -6.34256e+00 -1.45839e+00
        181  2.53906e-01 -6.33802e+00 -1.41747e+00
        182  2.77344e-01 -6.32599e+00 -1.34341e+00
        183  2.61719e-01 -6.31666e+00 -1.29482e+00
        184  3.32031e-01 -6.35668e+00 -1.55029e+00
        185  2.65625e-01 -6.37286e+00 -1.60705e+00
        186  2.69531e-01 -6.33873e+00 -1.36316e+00
        187  2.96875e-01 -6.32063e+00 -1.28419e+00
        188  2.77344e-01 -6.30045e+00 -1.20414e+00
        189  2.61719e-01 -6.32907e+00 -1.33215e+00
        190  2.61719e-01 -6.33574e+00 -1.42290e+00
        191  2.89062e-01 -6.33007e+00 -1.42077e+00
        192  2.81250e-01 -6.35510e+00 -1.50838e+00
        193  2.77344e-01 -6.39068e+00 -1.66148e+00
        194  2.46094e-01 -6.36993e+00 -1.58650e+00
        195  2.81250e-01 -6.38363e+00 -1.62543e+00
        196  2.89062e-01 -6.36912e+00 -1.57118e+00
        197  3.08594e-01 -6.32367e+00 -1.36307e+00
        198  2.46094e-01 -6.29755e+00 -1.21202e+00
        199  2.85156e-01 -6.30412e+00 -1.23653e+00
        200  2.85156e-01 -6.32957e+00 -1.35601e+00
        201  3.28125e-01 -6.33398e+00 -1.33121e+00
        202  2.89062e-01 -6.37540e+00 -1.52327e+00
        203  3.04688e-01 -6.40471e+00 -1.64167e+00
        204  2.96875e-01 -6.39822e+00 -1.64411e+00
        205  2.42188e-01 -6.34464e+00 -1.37861e+00
        206  2.81250e-01 -6.35698e+00 -1.44543e+00
        207  2.65625e-01 -6.37389e+00 -1.51711e+00
        208  2.96875e-01 -6.39306e+00 -1.63865e+00
        209  3.04688e-01 -6.38668e+00 -1.62957e+00
        210  2.81250e-01 -6.33075e+00 -1.28676e+00
        211  2.07031e-01 -6.31790e+00 -1.20872e+00
        212  2.57812e-01 -6.31755e+00 -1.19887e+00
        213  2.73438e-01 -6.28240e+00 -1.05523e+00
        214  2.96875e-01 -6.26649e+00 -1.04683e+00
        215  2.73438e-01 -6.24483e+00 -9.53822e-01
        216  3.47656e-01 -6.30524e+00 -1.27329e+00
        217  3.47656e-01 -6.30725e+00 -1.24951e+00
        218  2.81250e-01 -6.32810e+00 -1.35318e+00
        219  2.42188e-01 -6.29935e+00 -1.21058e+00
        220  2.81250e-01 -6.28746e+00 -1.16538e+00
        221  3.39844e-01 -6.28836e+00 -1.12716e+00
        222  3.39844e-01 -6.24718e+00 -9.34152e-01
        223  3.20312e-01 -6.29393e+00 -1.16298e+00
        224  2.73438e-01 -6.30877e+00 -1.15328e+00
        225  2.85156e-01 -6.31603e+00 -1.20984e+00
        226  2.38281e-01 -6.33879e+00 -1.37069e+00
        227  3.08594e-01 -6.34980e+00 -1.36635e+00
        228  3.24219e-01 -6.34457e+00 -1.28928e+00
        229  3.20312e-01 -6.30025e+00 -1.12185e+00
        230  3.20312e-01 -6.33807e+00 -1.34916e+00
        231  3.55469e-01 -6.34164e+00 -1.32149e+00
        232  2.61719e-01 -6.31562e+00 -1.15811e+00
        233  2.30469e-01 -6.30828e+00 -1.08832e+00
        234  2.85156e-01 -6.31897e+00 -1.15649e+00
        235  2.81250e-01 -6.35447e+00 -1.31420e+00
        236  2.96875e-01 -6.37666e+00 -1.48277e+00
        237  2.85156e-01 -6.33998e+00 -1.33290e+00
        238  2.69531e-01 -6.35657e+00 -1.44979e+00
        239  2.73438e-01 -6.36166e+00 -1.49206e+00
        240  2.69531e-01 -6.34593e+00 -1.47450e+00
        241  3.00781e-01 -6.32686e+00 -1.41228e+00
        242  2.85156e-01 -6.32472e+00 -1.41021e+00
        243  3.28125e-01 -6.32799e+00 -1.39600e+00
        244  3.16406e-01 -6.33937e+00 -1.47542e+00
        245  3.16406e-01 -6.36790e+00 -1.63018e+00
        246  2.57812e-01 -6.36985e+00 -1.62643e+00
        247  2.96875e-01 -6.33662e+00 -1.46176e+00
        248  2.69531e-01 -6.33277e+00 -1.40200e+00
        249  3.16406e-01 -6.34589e+00 -1.47049e+00
        250  3.16406e-01 -6.32906e+00 -1.36953e+00
        251  2.81250e-01 -6.33862e+00 -1.39021e+00
        252  2.10938e-01 -6.33521e+00 -1.38683e+00
        253  2.89062e-01 -6.34108e+00 -1.41402e+00
        254  2.77344e-01 -6.36108e+00 -1.51847e+00
        255  3.08594e-01 -6.36867e+00 -1.56977e+00
        256  2.69531e-01 -6.34870e+00 -1.45049e+00
        257  3.12500e-01 -6.35151e+00 -1.43683e+00
        258  3.39844e-01 -6.33519e+00 -1.35627e+00
        259  2.85156e-01 -6.36265e+00 -1.52694e+00
        260  2.85156e-01 -6.40463e+00 -1.77392e+00
        261  3.00781e-01 -6.39244e+00 -1.70612e+00
        262  3.08594e-01 -6.41050e+00 -1.76451e+00
        263  3.12500e-01 -6.36875e+00 -1.52705e+00
        264  2.85156e-01 -6.32351e+00 -1.25564e+00
        265  3.47656e-01 -6.33582e+00 -1.36845e+00
        266  3.08594e-01 -6.33365e+00 -1.32837e+00
        267  2.73438e-01 -6.35068e+00 -1.40791e+00
        268  2.81250e-01 -6.30944e+00 -1.24481e+00
        269  2.96875e-01 -6.29512e+00 -1.14283e+00
        270  2.57812e-01 -6.31898e+00 -1.25056e+00
        271  1.95312e-01 -6.28320e+00 -1.10229e+00
        272  3.28125e-01 -6.27935e+00 -1.08896e+00
        273  2.69531e-01 -6.29304e+00 -1.13985e+00
        274  3.08594e-01 -6.28832e+00 -1.14271e+00
        275  2.57812e-01 -6.26566e+00 -1.01003e+00
        276  2.85156e-01 -6.27341e+00 -1.02403e+00
        277  3.00781e-01 -6.30868e+00 -1.20675e+00
        278  3.28125e-01 -6.30551e+00 -1.15136e+00
        279  2.73438e-01 -6.30510e+00 -1.22628e+00
        280  2.57812e-01 -6.33068e+00 -1.27192e+00
        281  2.96875e-01 -6.32078e+00 -1.22473e+00
        282  2.61719e-01 -6.32356e+00 -1.21875e+00
        283  3.16406e-01 -6.30795e+00 -1.14678e+00
        284  3.00781e-01 -6.30094e+00 -1.18387e+00
        285  2.57812e-01 -6.27490e+00 -1.06490e+00
        286  2.85156e-01 -6.32027e+00 -1.32450e+00
        287  3.35938e-01 -6.26616e+00 -1.11596e+00
        288  2.85156e-01 -6.30729e+00 -1.29080e+00
        289  2.77344e-01 -6.29884e+00 -1.23946e+00
        290  2.81250e-01 -6.27570e+00 -1.11746e+00
        291  2.96875e-01 -6.30378e+00 -1.31418e+00
        292  3.12500e-01 -6.34768e+00 -1.49161e+00
        293  2.77344e-01 -6.31437e+00 -1.24655e+00
        294  3.08594e-01 -6.30680e+00 -1.24202e+00
        295  2.92969e-01 -6.29285e+00 -1.18757e+00
        296  2.92969e-01 -6.26578e+00 -1.07872e+00
        297  2.77344e-01 -6.26891e+00 -1.05427e+00
        298  2.89062e-01 -6.29462e+00 -1.18610e+00
        299  2.69531e-01 -6.30709e+00 -1.25207e+00
        300  2.53906e-01 -6.31404e+00 -1.28174e+00
        301  2.65625e-01 -6.29713e+00 -1.26865e+00
        302  2.81250e-01 -6.29917e+00 -1.28811e+00
        303  3.39844e-01 -6.31308e+00 -1.35523e+00
        304  2.85156e-01 -6.33016e+00 -1.38169e+00
        305  2.18750e-01 -6.31016e+00 -1.27924e+00
        306  3.16406e-01 -6.28809e+00 -1.16369e+00
        307  2.42188e-01 -6.26437e+00 -1.05105e+00
        308  2.77344e-01 -6.25610e+00 -9.88760e-01
        309  2.61719e-01 -6.23417e+00 -8.65938e-01
        310  2.81250e-01 -6.25916e+00 -9.81137e-01
        311  2.89062e-01 -6.27503e+00 -1.06454e+00
        312  2.50000e-01 -6.25983e+00 -1.02009e+00
        313  2.77344e-01 -6.29361e+00 -1.20684e+00
        314  2.77344e-01 -6.27496e+00 -1.07253e+00
        315  2.85156e-01 -6.27508e+00 -1.07210e+00
        316  2.92969e-01 -6.28558e+00 -1.18077e+00
        317  2.89062e-01 -6.24313e+00 -1.02399e+00
        318  3.00781e-01 -6.26732e+00 -1.08796e+00
        319  2.61719e-01 -6.29704e+00 -1.20052e+00
        320  2.30469e-01 -6.28876e+00 -1.14841e+00
        321  2.50000e-01 -6.32156e+00 -1.35455e+00
        322  3.28125e-01 -6.28063e+00 -1.09548e+00
        323  2.96875e-01 -6.24827e+00 -9.73928e-01
        324  2.69531e-01 -6.24887e+00 -1.02725e+00
        325  2.89062e-01 -6.26448e+00 -1.03360e+00
        326  2.73438e-01 -6.31316e+00 -1.26384e+00
        327  3.24219e-01 -6.30381e+00 -1.20181e+00
        328  2.65625e-01 -6.28147e+00 -1.09294e+00
        329  2.57812e-01 -6.28571e+00 -1.13670e+00
        330  3.32031e-01 -6.26800e+00 -1.01508e+00
        331  3.16406e-01 -6.23982e+00 -8.86361e-01
        332  2.73438e-01 -6.24427e+00 -8.86442e-01
        333  3.00781e-01 -6.32635e+00 -1.30068e+00
        334  2.96875e-01 -6.30909e+00 -1.23319e+00
        335  2.57812e-01 -6.27724e+00 -1.05668e+00
        336  2.30469e-01 -6.26623e+00 -1.03556e+00
        337  2.73438e-01 -6.24403e+00 -9.62939e-01
        338  2.81250e-01 -6.23862e+00 -8.37490e-01
        339  3.20312e-01 -6.22954e+00 -8.08347e-01
        340  3.12500e-01 -6.24594e+00 -8.45806e-01
        341  2.69531e-01 -6.23420e+00 -8.48392e-01
        342  3.08594e-01 -6.24606e+00 -9.13499e-01
        343  2.73438e-01 -6.23055e+00 -8.47894e-01
        344  2.50000e-01 -6.21383e+00 -7.74483e-01
        345  2.50000e-01 -6.22026e+00 -8.19134e-01
        346  2.81250e-01 -6.19607e+00 -7.26109e-01
        347  2.96875e-01 -6.17349e+00 -6.19649e-01
        348  2.42188e-01 -6.18887e+00 -6.73581e-01
        349  2.73438e-01 -6.22781e+00 -8.73831e-01
        350  2.81250e-01 -6.21317e+00 -7.85931e-01
        351  3.24219e-01 -6.23587e+00 -8.71892e-01
        352  2.57812e-01 -6.24373e+00 -9.00839e-01
        353  2.77344e-01 -6.20601e+00 -7.69684e-01
        354  3.35938e-01 -6.23145e+00 -8.60621e-01
        355  3.20312e-01 -6.22660e+00 -8.80383e-01
        356  2.38281e-01 -6.25525e+00 -1.04137e+00
        357  2.50000e-01 -6.24196e+00 -9.52469e-01
        358  3.20312e-01 -6.20816e+00 -7.71260e-01
        359  3.00781e-01 -6.22695e+00 -8.70355e-01
        360  2.96875e-01 -6.27122e+00 -1.11846e+00
        361  3.08594e-01 -6.25506e+00 -1.04943e+00
        362  2.85156e-01 -6.19179e+00 -7.29343e-01
        363  3.04688e-01 -6.17310e+00 -6.37747e-01
        364  2.96875e-01 -6.20276e+00 -7.17629e-01
        365  2.81250e-01 -6.19157e+00 -6.52673e-01
        366  3.08594e-01 -6.21169e+00 -7.53946e-01
        367  3.12500e-01 -6.23851e+00 -8.47714e-01
        368  3.00781e-01 -6.23035e+00 -8.11251e-01
        369  3.08594e-01 -6.23518e+00 -8.37426e-01
        370  2.46094e-01 -6.24993e+00 -8.87216e-01
        371  2.34375e-01 -6.24177e+00 -8.59378e-01
        372  3.47656e-01 -6.22331e+00 -7.62558e-01
        373  2.77344e-01 -6.23201e+00 -7.83637e-01
        374  2.73438e-01 -6.19859e+00 -6.36628e-01
        375  2.34375e-01 -6.24901e+00 -8.73019e-01
        376  2.53906e-01 -6.25326e+00 -9.12345e-01
        377  2.57812e-01 -6.25865e+00 -9.17071e-01
        378  2.30469e-01 -6.26002e+00 -9.40204e-01
        379  2.30469e-01 -6.28239e+00 -1.08510e+00
        380  2.65625e-01 -6.28681e+00 -1.14481e+00
        381  2.50000e-01 -6.26720e+00 -1.08841e+00
        382  2.30469e-01 -6.24773e+00 -1.03408e+00
        383  2.53906e-01 -6.22805e+00 -9.17097e-01
        384  2.85156e-01 -6.27129e+00 -1.12033e+00
        385  2.61719e-01 -6.27452e+00 -1.13224e+00
        386  2.81250e-01 -6.32505e+00 -1.32930e+00
        387  2.69531e-01 -6.35159e+00 -1.43591e+00
        388  2.53906e-01 -6.29617e+00 -1.12808e+00
        389  2.77344e-01 -6.29280e+00 -1.11072e+00
        390  2.85156e-01 -6.30950e+00 -1.22439e+00
        391  2.85156e-01 -6.31556e+00 -1.24286e+00
        392  3.32031e-01 -6.29686e+00 -1.18676e+00
        393  2.69531e-01 -6.27262e+00 -1.03388e+00
        394  2.81250e-01 -6.28971e+00 -1.15584e+00
        395  2.92969e-01 -6.30812e+00 -1.27835e+00
        396  2.50000e-01 -6.27755e+00 -1.12125e+00
        397  2.50000e-01 -6.27573e+00 -1.06065e+00
        398  2.77344e-01 -6.27995e+00 -1.05504e+00
        399  2.69531e-01 -6.30043e+00 -1.16994e+00
        400  3.24219e-01 -6.28278e+00 -1.09253e+00
        401  2.38281e-01 -6.27842e+00 -1.14187e+00
        402  2.57812e-01 -6.28399e+00 -1.12518e+00
        403  3.08594e-01 -6.28760e+00 -1.11873e+00
        404  2.42188e-01 -6.25107e+00 -9.36974e-01
        405  2.85156e-01 -6.24544e+00 -8.91400e-01
        406  2.96875e-01 -6.22882e+00 -8.30249e-01
        407  3.47656e-01 -6.25267e+00 -9.28958e-01
        408  3.16406e-01 -6.26934e+00 -9.82670e-01
        409  3.12500e-01 -6.27223e+00 -1.01687e+00
        410  2.89062e-01 -6.25908e+00 -9.80467e-01
        411  3.12500e-01 -6.24510e+00 -9.25957e-01
        412  2.46094e-01 -6.24611e+00 -9.03997e-01
        413  2.73438e-01 -6.27013e+00 -1.01348e+00
        414  2.89062e-01 -6.24503e+00 -8.71657e-01
        415  2.69531e-01 -6.29671e+00 -1.13941e+00
        416  3.00781e-01 -6.24984e+00 -8.90670e-01
        417  2.69531e-01 -6.25616e+00 -9.66896e-01
        418  2.73438e-01 -6.28283e+00 -1.15130e+00
        419  3.24219e-01 -6.30604e+00 -1.27370e+00
        420  3.08594e-01 -6.31998e+00 -1.31635e+00
        421  3.04688e-01 -6.28961e+00 -1.20287e+00
        422  2.81250e-01 -6.33311e+00 -1.40791e+00
        423  2.92969e-01 -6.25841e+00 -9.85006e-01
        424  2.50000e-01 -6.28296e+00 -1.11176e+00
        425  3.04688e-01 -6.24506e+00 -9.47271e-01
        426  2.92969e-01 -6.26729e+00 -9.74424e-01
        427  2.65625e-01 -6.25191e+00 -8.79916e-01
        428  3.00781e-01 -6.28438e+00 -1.02889e+00
        429  2.30469e-01 -6.31144e+00 -1.19687e+00
        430  2.92969e-01 -6.31557e+00 -1.24363e+00
        431  2.46094e-01 -6.32381e+00 -1.24748e+00
        432  3.28125e-01 -6.41136e+00 -1.67390e+00
        433  2.73438e-01 -6.38099e+00 -1.52145e+00
        434  3.20312e-01 -6.36002e+00 -1.43423e+00
        435  3.04688e-01 -6.31340e+00 -1.23052e+00
        436  2.77344e-01 -6.31495e+00 -1.18963e+00
        437  2.65625e-01 -6.33486e+00 -1.30851e+00
        438  3.08594e-01 -6.30536e+00 -1.21069e+00
        439  2.65625e-01 -6.31010e+00 -1.22231e+00
        440  2.57812e-01 -6.31277e+00 -1.23713e+00
        441  2.69531e-01 -6.33281e+00 -1.36645e+00
        442  3.08594e-01 -6.30824e+00 -1.21863e+00
        443  2.96875e-01 -6.32021e+00 -1.22707e+00
        444  2.50000e-01 -6.31905e+00 -1.22605e+00
        445  2.77344e-01 -6.30491e+00 -1.15830e+00
        446  2.26562e-01 -6.30268e+00 -1.16384e+00
        447  2.96875e-01 -6.31322e+00 -1.21392e+00
        448  3.16406e-01 -6.33358e+00 -1.32321e+00
        449  2.42188e-01 -6.36010e+00 -1.47484e+00
        450  3.12500e-01 -6.35346e+00 -1.45981e+00
        451  2.92969e-01 -6.27667e+00 -1.10090e+00
        452  2.53906e-01 -6.29168e+00 -1.14185e+00
        453  2.65625e-01 -6.26290e+00 -1.03435e+00
        454  3.00781e-01 -6.25446e+00 -1.02779e+00
        455  3.20312e-01 -6.24684e+00 -9.61534e-01
        456  3.04688e-01 -6.29475e+00 -1.17168e+00
        457  2.53906e-01 -6.33758e+00 -1.36078e+00
        458  3.20312e-01 -6.31537e+00 -1.24024e+00
        459  2.89062e-01 -6.31246e+00 -1.20496e+00
        460  3.24219e-01 -6.31361e+00 -1.20987e+00
        461  2.77344e-01 -6.29345e+00 -1.11808e+00
        462  3.20312e-01 -6.25904e+00 -9.59438e-01
        463  2.73438e-01 -6.28866e+00 -1.06480e+00
        464  2.81250e-01 -6.26010e+00 -9.76156e-01
        465  3.20312e-01 -6.27660e+00 -1.03908e+00
        466  3.08594e-01 -6.31430e+00 -1.21330e+00
        467  3.08594e-01 -6.33323e+00 -1.23517e+00
        468  2.85156e-01 -6.32461e+00 -1.19879e+00
        469  2.96875e-01 -6.29416e+00 -1.04897e+00
        470  2.81250e-01 -6.32265e+00 -1.17713e+00
        471  2.46094e-01 -6.35228e+00 -1.28483e+00
        472  3.16406e-01 -6.35742e+00 -1.34813e+00
        473  2.50000e-01 -6.32090e+00 -1.16208e+00
        474  3.20312e-01 -6.33647e+00 -1.28453e+00
        475  2.69531e-01 -6.32181e+00 -1.18667e+00
        476  3.59375e-01 -6.33456e+00 -1.25468e+00
        477  2.46094e-01 -6.33791e+00 -1.27438e+00
        478  2.69531e-01 -6.33356e+00 -1.27773e+00
        479  3.35938e-01 -6.31618e+00 -1.22900e+00
        480  3.04688e-01 -6.32071e+00 -1.16744e+00
        481  3.12500e-01 -6.32767e+00 -1.21124e+00
        482  3.12500e-01 -6.31435e+00 -1.13818e+00
