          1  1.44531e-01 -6.17625e+00 -6.66649e-01
          2  1.21094e-01 -6.16563e+00 -6.37080e-01
          3  1.32812e-01 -6.15780e+00 -6.05289e-01
          4  1.32812e-01 -6.16906e+00 -5.55000e-01
          5  1.09375e-01 -6.19263e+00 -6.29429e-01
          6  1.44531e-01 -6.19817e+00 -6.36085e-01
          7  1.17188e-01 -6.20722e+00 -6.77453e-01
          8  1.40625e-01 -6.21033e+00 -7.39213e-01
          9  8.59375e-02 -6.21937e+00 -7.52896e-01
         10  1.17188e-01 -6.22517e+00 -7.50202e-01
         11  1.36719e-01 -6.19140e+00 -5.63854e-01
         12  1.05469e-01 -6.14592e+00 -3.55317e-01
         13  1.32812e-01 -6.17844e+00 -5.69318e-01
         14  1.40625e-01 -6.20704e+00 -7.71065e-01
         15  1.13281e-01 -6.18579e+00 -6.73783e-01
         16  9.37500e-02 -6.17877e+00 -6.72052e-01
         17  1.25000e-01 -6.12828e+00 -4.11733e-01
         18  8.59375e-02 -6.14040e+00 -4.86223e-01
         19  1.36719e-01 -6.15952e+00 -5.49172e-01
         20  1.36719e-01 -6.19415e+00 -6.97532e-01
         21  1.13281e-01 -6.18198e+00 -6.15123e-01
         22  1.05469e-01 -6.17368e+00 -5.81932e-01
         23  1.40625e-01 -6.18447e+00 -6.50744e-01
         24  1.13281e-01 -6.19005e+00 -6.53541e-01
         25  1.36719e-01 -6.17355e+00 -5.50520e-01
         26  9.37500e-02 -6.17284e+00 -5.36353e-01
         27  1.40625e-01 -6.18389e+00 -5.70243e-01
         28  1.36719e-01 -6.18353e+00 -5.82266e-01
         29  1.44531e-01 -6.16457e+00 -4.90133e-01
         30  1.32812e-01 -6.20523e+00 -6.93327e-01
         31  1.36719e-01 -6.17618e+00 -5.04974e-01
         32  1.40625e-01 -6.13010e+00 -2.96179e-01
         33  1.28906e-01 -6.13479e+00 -3.17589e-01
         34  1.71875e-01 -6.09618e+00 -1.06880e-01
         35  1.48438e-01 -6.07410e+00 -1.84927e-03
         36  1.36719e-01 -6.06706e+00 -2.43113e-02
         37  1.36719e-01 -6.05274e+00  8.38164e-02
         38  1.36719e-01 -6.05991e+00  4.08694e-02
         39  1.48438e-01 -6.07547e+00 -3.06087e-02
         40  1.13281e-01 -6.06101e+00  9.05489e-02
         41  1.32812e-01 -6.03540e+00  2.21771e-01
         42  1.17188e-01 -6.06045e+00  3.77010e-02
         43  1.09375e-01 -6.07039e+00 -2.56840e-03
         44  1.13281e-01 -6.09759e+00 -1.72245e-01
         45  1.25000e-01 -6.11318e+00 -2.86713e-01
         46  1.05469e-01 -6.13602e+00 -3.85272e-01
         47  1.32812e-01 -6.14175e+00 -3.76091e-01
         48  6.64062e-02 -6.13746e+00 -3.35091e-01
         49  1.05469e-01 -6.12887e+00 -2.85320e-01
         50  1.56250e-01 -6.14972e+00 -3.85134e-01
         51  1.17188e-01 -6.16191e+00 -4.61571e-01
         52  1.25000e-01 -6.15356e+00 -3.91013e-01
         53  1.36719e-01 -6.12122e+00 -2.47927e-01
         54  1.44531e-01 -6.08973e+00 -7.67944e-02
         55  1.32812e-01 -6.09612e+00 -1.73566e-01
         56  1.28906e-01 -6.08800e+00 -1.29263e-01
         57  1.36719e-01 -6.08500e+00 -5.50651e-02
         58  1.56250e-01 -6.09866e+00 -9.85449e-02
         59  1.09375e-01 -6.09328e+00 -7.88578e-02
         60  1.32812e-01 -6.11196e+00 -1.68685e-01
         61  9.76562e-02 -6.12353e+00 -2.02306e-01
         62  1.28906e-01 -6.11448e+00 -1.97062e-01
         63  1.56250e-01 -6.09952e+00 -9.51343e-02
         64  9.76562e-02 -6.09457e+00 -7.12209e-02
         65  1.25000e-01 -6.09841e+00 -1.04674e-01
         66  9.37500e-02 -6.07646e+00 -4.22854e-02
         67  1.09375e-01 -6.07577e+00 -5.30554e-02
         68  1.09375e-01 -6.08149e+00 -4.99668e-02
         69  1.36719e-01 -6.08676e+00 -8.42062e-02
         70  1.28906e-01 -6.11708e+00 -2.44319e-01
         71  1.25000e-01 -6.12612e+00 -2.88942e-01
         72  1.01562e-01 -6.15361e+00 -4.40473e-01
         73  1.28906e-01 -6.13013e+00 -3.23495e-01
         74  1.32812e-01 -6.11309e+00 -2.39434e-01
         75  1.05469e-01 -6.09444e+00 -1.67441e-01
         76  1.01562e-01 -6.09657e+00 -2.07598e-01
         77  1.17188e-01 -6.05897e+00 -1.66492e-02
