  0.00500  0.00000e+00
  0.01500  0.00000e+00
  0.02500  0.00000e+00
  0.03500  0.00000e+00
  0.04500  0.00000e+00
  0.05500  0.00000e+00
  0.06500  0.00000e+00
  0.07500  0.00000e+00
  0.08500  0.00000e+00
  0.09500  0.00000e+00
  0.10500  0.00000e+00
  0.11500  0.00000e+00
  0.12500  0.00000e+00
  0.13500  0.00000e+00
  0.14500  0.00000e+00
  0.15500  0.00000e+00
  0.16500  0.00000e+00
  0.17500  0.00000e+00
  0.18500  0.00000e+00
  0.19500  0.00000e+00
  0.20500  0.00000e+00
  0.21500  0.00000e+00
  0.22500  0.00000e+00
  0.23500  0.00000e+00
  0.24500  0.00000e+00
  0.25500  0.00000e+00
  0.26500  0.00000e+00
  0.27500  0.00000e+00
  0.28500  0.00000e+00
  0.29500  0.00000e+00
  0.30500  0.00000e+00
  0.31500  0.00000e+00
  0.32500  0.00000e+00
  0.33500  0.00000e+00
  0.34500  0.00000e+00
  0.35500  0.00000e+00
  0.36500  0.00000e+00
  0.37500  0.00000e+00
  0.38500  0.00000e+00
  0.39500  0.00000e+00
  0.40500  0.00000e+00
  0.41500  0.00000e+00
  0.42500  0.00000e+00
  0.43500  0.00000e+00
  0.44500  0.00000e+00
  0.45500  0.00000e+00
  0.46500  0.00000e+00
  0.47500  0.00000e+00
  0.48500  0.00000e+00
  0.49500  0.00000e+00
  0.50500  0.00000e+00
  0.51500  0.00000e+00
  0.52500  0.00000e+00
  0.53500  0.00000e+00
  0.54500  0.00000e+00
  0.55500  0.00000e+00
  0.56500  0.00000e+00
  0.57500  0.00000e+00
  0.58500  0.00000e+00
  0.59500  0.00000e+00
  0.60500  0.00000e+00
  0.61500  0.00000e+00
  0.62500  0.00000e+00
  0.63500  0.00000e+00
  0.64500  0.00000e+00
  0.65500  0.00000e+00
  0.66500  0.00000e+00
  0.67500  0.00000e+00
  0.68500  0.00000e+00
  0.69500  0.00000e+00
  0.70500  0.00000e+00
  0.71500  0.00000e+00
  0.72500  0.00000e+00
  0.73500  0.00000e+00
  0.74500  0.00000e+00
  0.75500  0.00000e+00
  0.76500  0.00000e+00
  0.77500  0.00000e+00
  0.78500  0.00000e+00
  0.79500  0.00000e+00
  0.80500  0.00000e+00
  0.81500  0.00000e+00
  0.82500  0.00000e+00
  0.83500  0.00000e+00
  0.84500  0.00000e+00
  0.85500  0.00000e+00
  0.86500  0.00000e+00
  0.87500  0.00000e+00
  0.88500  0.00000e+00
  0.89500  4.43498e-04
  0.90500  9.21721e-04
  0.91500  7.40796e-03
  0.92500  1.17985e-02
  0.93500  3.26784e-02
  0.94500  7.39759e-02
  0.95500  1.80348e-01
  0.96500  2.90871e-01
  0.97500  4.93104e-01
  0.98500  7.17147e-01
  0.99500  9.83800e-01
  1.00500  1.39135e+00
  1.01500  1.71309e+00
  1.02500  1.98879e+00
  1.03500  2.31950e+00
  1.04500  2.56695e+00
  1.05500  2.90618e+00
  1.06500  2.84570e+00
  1.07500  3.06355e+00
  1.08500  3.01823e+00
  1.09500  3.02663e+00
  1.10500  2.90218e+00
  1.11500  2.87373e+00
  1.12500  2.75558e+00
  1.13500  2.67056e+00
  1.14500  2.52969e+00
  1.15500  2.41817e+00
  1.16500  2.23645e+00
  1.17500  2.12225e+00
  1.18500  1.97794e+00
  1.19500  1.90549e+00
  1.20500  1.78790e+00
  1.21500  1.67868e+00
  1.22500  1.59952e+00
  1.23500  1.49651e+00
  1.24500  1.39062e+00
  1.25500  1.31614e+00
  1.26500  1.23973e+00
  1.27500  1.19007e+00
  1.28500  1.12410e+00
  1.29500  1.09165e+00
  1.30500  1.04850e+00
  1.31500  9.78733e-01
  1.32500  9.02922e-01
  1.33500  9.19960e-01
  1.34500  8.41665e-01
  1.35500  8.24813e-01
  1.36500  7.93587e-01
  1.37500  7.66505e-01
  1.38500  7.06954e-01
  1.39500  7.03077e-01
  1.40500  7.02770e-01
  1.41500  6.58613e-01
  1.42500  6.58171e-01
  1.43500  6.77870e-01
  1.44500  6.21469e-01
  1.45500  6.17228e-01
  1.46500  6.34763e-01
  1.47500  6.19538e-01
  1.48500  5.83863e-01
  1.49500  5.96231e-01
  1.50500  5.82878e-01
  1.51500  5.55570e-01
  1.52500  5.90348e-01
  1.53500  5.70331e-01
  1.54500  5.24760e-01
  1.55500  5.62690e-01
  1.56500  5.46843e-01
  1.57500  5.73403e-01
  1.58500  5.60399e-01
  1.59500  6.03147e-01
  1.60500  6.00746e-01
  1.61500  6.00514e-01
  1.62500  6.09279e-01
  1.63500  5.93360e-01
  1.64500  6.17643e-01
  1.65500  6.33094e-01
  1.66500  6.38642e-01
  1.67500  6.43438e-01
  1.68500  6.60431e-01
  1.69500  7.02231e-01
  1.70500  6.64479e-01
  1.71500  7.11559e-01
  1.72500  7.63933e-01
  1.73500  7.77196e-01
  1.74500  7.87992e-01
  1.75500  8.19484e-01
  1.76500  7.91375e-01
  1.77500  8.80178e-01
  1.78500  8.69349e-01
  1.79500  8.86841e-01
  1.80500  9.18995e-01
  1.81500  9.77790e-01
  1.82500  9.65335e-01
  1.83500  9.84748e-01
  1.84500  1.03093e+00
  1.85500  1.02379e+00
  1.86500  1.03696e+00
  1.87500  1.07908e+00
  1.88500  1.10208e+00
  1.89500  1.11761e+00
  1.90500  1.12500e+00
  1.91500  1.13432e+00
  1.92500  1.15405e+00
  1.93500  1.17005e+00
  1.94500  1.19177e+00
  1.95500  1.20280e+00
  1.96500  1.22559e+00
  1.97500  1.22609e+00
  1.98500  1.22630e+00
  1.99500  1.25278e+00
  2.00500  1.25269e+00
  2.01500  1.25360e+00
  2.02500  1.26652e+00
  2.03500  1.29615e+00
  2.04500  1.29456e+00
  2.05500  1.31427e+00
  2.06500  1.30621e+00
  2.07500  1.30917e+00
  2.08500  1.29107e+00
  2.09500  1.28612e+00
  2.10500  1.28047e+00
  2.11500  1.29792e+00
  2.12500  1.29036e+00
  2.13500  1.22496e+00
  2.14500  1.21779e+00
  2.15500  1.22180e+00
  2.16500  1.26039e+00
  2.17500  1.18925e+00
  2.18500  1.17290e+00
  2.19500  1.19358e+00
  2.20500  1.18167e+00
  2.21500  1.13439e+00
  2.22500  1.10448e+00
  2.23500  1.10283e+00
  2.24500  1.07907e+00
  2.25500  1.06570e+00
  2.26500  1.07625e+00
  2.27500  1.03645e+00
  2.28500  1.02647e+00
  2.29500  1.01277e+00
  2.30500  9.94705e-01
  2.31500  9.93209e-01
  2.32500  9.69656e-01
  2.33500  9.31700e-01
  2.34500  9.48500e-01
  2.35500  9.36797e-01
  2.36500  9.30207e-01
  2.37500  8.75818e-01
  2.38500  8.98358e-01
  2.39500  8.87416e-01
  2.40500  8.76118e-01
  2.41500  8.58990e-01
  2.42500  8.47251e-01
  2.43500  8.55525e-01
  2.44500  8.64995e-01
  2.45500  8.38943e-01
  2.46500  8.17049e-01
