          1  1.56250e-02  7.56330e+04  3.05570e+06
          2  3.90625e-03  7.56325e+04  3.05568e+06
          3  7.81250e-03  7.56315e+04  3.05564e+06
          4  7.81250e-03  7.56297e+04  3.05557e+06
          5  3.90625e-03  7.56295e+04  3.05556e+06
          6  0.00000e+00  7.56295e+04  3.05556e+06
          7  0.00000e+00  7.56295e+04  3.05556e+06
          8  3.90625e-03  7.56290e+04  3.05554e+06
          9  3.90625e-03  7.56277e+04  3.05549e+06
         10  3.90625e-03  7.56259e+04  3.05542e+06
         11  0.00000e+00  7.56259e+04  3.05542e+06
         12  3.90625e-03  7.56258e+04  3.05541e+06
         13  0.00000e+00  7.56258e+04  3.05541e+06
         14  0.00000e+00  7.56258e+04  3.05541e+06
         15  7.81250e-03  7.56254e+04  3.05539e+06
         16  3.90625e-03  7.56253e+04  3.05539e+06
         17  3.90625e-03  7.56252e+04  3.05539e+06
         18  3.90625e-03  7.56243e+04  3.05535e+06
         19  3.90625e-03  7.56232e+04  3.05531e+06
         20  1.17188e-02  7.56219e+04  3.05525e+06
         21  3.90625e-03  7.56218e+04  3.05525e+06
         22  1.17188e-02  7.56203e+04  3.05519e+06
         23  3.90625e-03  7.56193e+04  3.05515e+06
         24  1.56250e-02  7.56168e+04  3.05505e+06
         25  0.00000e+00  7.56168e+04  3.05505e+06
         26  3.90625e-03  7.56153e+04  3.05499e+06
         27  3.90625e-03  7.56151e+04  3.05498e+06
         28  3.90625e-03  7.56151e+04  3.05498e+06
         29  3.90625e-03  7.56150e+04  3.05498e+06
         30  3.90625e-03  7.56147e+04  3.05497e+06
         31  3.90625e-03  7.56144e+04  3.05495e+06
         32  0.00000e+00  7.56144e+04  3.05495e+06
         33  0.00000e+00  7.56144e+04  3.05495e+06
         34  7.81250e-03  7.56130e+04  3.05490e+06
         35  7.81250e-03  7.56127e+04  3.05488e+06
         36  0.00000e+00  7.56127e+04  3.05488e+06
         37  7.81250e-03  7.56107e+04  3.05481e+06
         38  0.00000e+00  7.56107e+04  3.05481e+06
         39  1.17188e-02  7.56093e+04  3.05475e+06
         40  7.81250e-03  7.56066e+04  3.05464e+06
         41  7.81250e-03  7.56032e+04  3.05450e+06
         42  1.17188e-02  7.56003e+04  3.05439e+06
         43  1.17188e-02  7.55986e+04  3.05432e+06
         44  3.90625e-03  7.55978e+04  3.05429e+06
         45  1.17188e-02  7.55959e+04  3.05421e+06
         46  7.81250e-03  7.55939e+04  3.05413e+06
         47  3.90625e-03  7.55929e+04  3.05409e+06
         48  7.81250e-03  7.55910e+04  3.05402e+06
         49  3.90625e-03  7.55900e+04  3.05397e+06
         50  0.00000e+00  7.55900e+04  3.05397e+06
         51  0.00000e+00  7.55900e+04  3.05397e+06
         52  0.00000e+00  7.55900e+04  3.05397e+06
         53  3.90625e-03  7.55899e+04  3.05397e+06
         54  3.90625e-03  7.55897e+04  3.05396e+06
         55  0.00000e+00  7.55897e+04  3.05396e+06
         56  0.00000e+00  7.55897e+04  3.05396e+06
         57  1.17188e-02  7.55823e+04  3.05367e+06
         58  1.17188e-02  7.55817e+04  3.05364e+06
         59  0.00000e+00  7.55817e+04  3.05364e+06
         60  3.90625e-03  7.55817e+04  3.05364e+06
         61  0.00000e+00  7.55817e+04  3.05364e+06
         62  0.00000e+00  7.55817e+04  3.05364e+06
         63  0.00000e+00  7.55817e+04  3.05364e+06
         64  0.00000e+00  7.55817e+04  3.05364e+06
         65  0.00000e+00  7.55817e+04  3.05364e+06
         66  3.90625e-03  7.55815e+04  3.05364e+06
         67  0.00000e+00  7.55815e+04  3.05364e+06
         68  7.81250e-03  7.55810e+04  3.05361e+06
         69  0.00000e+00  7.55810e+04  3.05361e+06
         70  0.00000e+00  7.55810e+04  3.05361e+06
         71  7.81250e-03  7.55784e+04  3.05351e+06
         72  3.90625e-03  7.55775e+04  3.05348e+06
         73  0.00000e+00  7.55775e+04  3.05348e+06
         74  1.17188e-02  7.55734e+04  3.05331e+06
         75  7.81250e-03  7.55729e+04  3.05329e+06
         76  3.90625e-03  7.55726e+04  3.05328e+06
         77  7.81250e-03  7.55712e+04  3.05322e+06
         78  3.90625e-03  7.55703e+04  3.05319e+06
         79  0.00000e+00  7.55703e+04  3.05319e+06
         80  0.00000e+00  7.55703e+04  3.05319e+06
         81  0.00000e+00  7.55703e+04  3.05319e+06
         82  1.17188e-02  7.55688e+04  3.05313e+06
         83  7.81250e-03  7.55669e+04  3.05305e+06
         84  3.90625e-03  7.55665e+04  3.05303e+06
         85  1.17188e-02  7.55653e+04  3.05299e+06
         86  3.90625e-03  7.55651e+04  3.05298e+06
         87  7.81250e-03  7.55621e+04  3.05286e+06
         88  3.90625e-03  7.55607e+04  3.05280e+06
         89  1.56250e-02  7.55579e+04  3.05269e+06
         90  3.90625e-03  7.55565e+04  3.05263e+06
         91  3.90625e-03  7.55556e+04  3.05260e+06
         92  3.90625e-03  7.55550e+04  3.05257e+06
         93  7.81250e-03  7.55483e+04  3.05230e+06
         94  7.81250e-03  7.55470e+04  3.05225e+06
         95  1.95312e-02  7.55434e+04  3.05211e+06
         96  3.90625e-03  7.55432e+04  3.05210e+06
         97  3.90625e-03  7.55431e+04  3.05209e+06
         98  7.81250e-03  7.55425e+04  3.05207e+06
         99  0.00000e+00  7.55425e+04  3.05207e+06
        100  0.00000e+00  7.55425e+04  3.05207e+06
        101  0.00000e+00  7.55425e+04  3.05207e+06
        102  0.00000e+00  7.55425e+04  3.05207e+06
        103  3.90625e-03  7.55425e+04  3.05207e+06
        104  3.90625e-03  7.55415e+04  3.05203e+06
        105  3.90625e-03  7.55404e+04  3.05199e+06
        106  0.00000e+00  7.55404e+04  3.05199e+06
        107  3.90625e-03  7.55403e+04  3.05198e+06
        108  0.00000e+00  7.55403e+04  3.05198e+06
        109  3.90625e-03  7.55400e+04  3.05197e+06
        110  0.00000e+00  7.55400e+04  3.05197e+06
        111  0.00000e+00  7.55400e+04  3.05197e+06
        112  3.90625e-03  7.55398e+04  3.05196e+06
        113  3.90625e-03  7.55397e+04  3.05196e+06
        114  7.81250e-03  7.55393e+04  3.05194e+06
        115  0.00000e+00  7.55393e+04  3.05194e+06
        116  0.00000e+00  7.55393e+04  3.05194e+06
        117  0.00000e+00  7.55393e+04  3.05194e+06
        118  0.00000e+00  7.55393e+04  3.05194e+06
        119  3.90625e-03  7.55392e+04  3.05194e+06
        120  0.00000e+00  7.55392e+04  3.05194e+06
        121  3.90625e-03  7.55380e+04  3.05189e+06
        122  3.90625e-03  7.55378e+04  3.05189e+06
        123  3.90625e-03  7.55350e+04  3.05177e+06
        124  1.17188e-02  7.55328e+04  3.05168e+06
        125  3.90625e-03  7.55321e+04  3.05166e+06
        126  0.00000e+00  7.55321e+04  3.05166e+06
        127  3.90625e-03  7.55316e+04  3.05164e+06
        128  0.00000e+00  7.55316e+04  3.05164e+06
        129  3.90625e-03  7.55315e+04  3.05163e+06
        130  1.17188e-02  7.55300e+04  3.05157e+06
        131  0.00000e+00  7.55300e+04  3.05157e+06
        132  7.81250e-03  7.55290e+04  3.05153e+06
        133  3.90625e-03  7.55287e+04  3.05152e+06
        134  0.00000e+00  7.55287e+04  3.05152e+06
        135  0.00000e+00  7.55287e+04  3.05152e+06
        136  0.00000e+00  7.55287e+04  3.05152e+06
        137  3.90625e-03  7.55283e+04  3.05150e+06
        138  3.90625e-03  7.55283e+04  3.05150e+06
        139  7.81250e-03  7.55278e+04  3.05148e+06
        140  3.90625e-03  7.55276e+04  3.05147e+06
        141  3.90625e-03  7.55271e+04  3.05145e+06
        142  3.90625e-03  7.55264e+04  3.05143e+06
        143  0.00000e+00  7.55264e+04  3.05143e+06
        144  3.90625e-03  7.55264e+04  3.05142e+06
        145  0.00000e+00  7.55264e+04  3.05142e+06
        146  1.56250e-02  7.55245e+04  3.05135e+06
        147  0.00000e+00  7.55245e+04  3.05135e+06
        148  1.17188e-02  7.55229e+04  3.05128e+06
        149  3.90625e-03  7.55219e+04  3.05125e+06
        150  7.81250e-03  7.55218e+04  3.05124e+06
        151  3.90625e-03  7.55190e+04  3.05113e+06
        152  0.00000e+00  7.55190e+04  3.05113e+06
        153  7.81250e-03  7.55180e+04  3.05109e+06
        154  3.90625e-03  7.55179e+04  3.05109e+06
        155  0.00000e+00  7.55179e+04  3.05109e+06
        156  1.17188e-02  7.55153e+04  3.05098e+06
        157  0.00000e+00  7.55153e+04  3.05098e+06
        158  3.90625e-03  7.55149e+04  3.05097e+06
        159  0.00000e+00  7.55149e+04  3.05097e+06
        160  0.00000e+00  7.55149e+04  3.05097e+06
        161  3.90625e-03  7.55137e+04  3.05092e+06
        162  0.00000e+00  7.55137e+04  3.05092e+06
        163  0.00000e+00  7.55137e+04  3.05092e+06
        164  3.90625e-03  7.55136e+04  3.05091e+06
        165  3.90625e-03  7.55134e+04  3.05091e+06
        166  3.90625e-03  7.55132e+04  3.05090e+06
        167  0.00000e+00  7.55132e+04  3.05090e+06
        168  0.00000e+00  7.55132e+04  3.05090e+06
        169  3.90625e-03  7.55119e+04  3.05084e+06
        170  3.90625e-03  7.55111e+04  3.05081e+06
        171  1.17188e-02  7.55094e+04  3.05074e+06
        172  0.00000e+00  7.55094e+04  3.05074e+06
        173  1.95312e-02  7.55069e+04  3.05065e+06
        174  0.00000e+00  7.55069e+04  3.05065e+06
        175  0.00000e+00  7.55069e+04  3.05065e+06
        176  0.00000e+00  7.55069e+04  3.05065e+06
        177  7.81250e-03  7.55061e+04  3.05061e+06
        178  7.81250e-03  7.55039e+04  3.05052e+06
        179  0.00000e+00  7.55039e+04  3.05052e+06
        180  3.90625e-03  7.55037e+04  3.05051e+06
        181  7.81250e-03  7.55027e+04  3.05048e+06
        182  0.00000e+00  7.55027e+04  3.05048e+06
        183  3.90625e-03  7.55024e+04  3.05046e+06
        184  7.81250e-03  7.55022e+04  3.05045e+06
        185  0.00000e+00  7.55022e+04  3.05045e+06
        186  3.90625e-03  7.55005e+04  3.05039e+06
        187  1.56250e-02  7.54992e+04  3.05034e+06
        188  3.90625e-03  7.54990e+04  3.05033e+06
        189  0.00000e+00  7.54990e+04  3.05033e+06
        190  0.00000e+00  7.54990e+04  3.05033e+06
        191  1.17188e-02  7.54972e+04  3.05026e+06
        192  0.00000e+00  7.54972e+04  3.05026e+06
        193  3.90625e-03  7.54972e+04  3.05026e+06
        194  3.90625e-03  7.54970e+04  3.05025e+06
        195  3.90625e-03  7.54969e+04  3.05024e+06
        196  3.90625e-03  7.54964e+04  3.05022e+06
        197  0.00000e+00  7.54964e+04  3.05022e+06
        198  3.90625e-03  7.54935e+04  3.05011e+06
        199  0.00000e+00  7.54935e+04  3.05011e+06
        200  0.00000e+00  7.54935e+04  3.05011e+06
        201  0.00000e+00  7.54935e+04  3.05011e+06
        202  3.90625e-03  7.54928e+04  3.05008e+06
        203  3.90625e-03  7.54919e+04  3.05004e+06
        204  7.81250e-03  7.54907e+04  3.05000e+06
        205  7.81250e-03  7.54896e+04  3.04995e+06
        206  0.00000e+00  7.54896e+04  3.04995e+06
        207  3.90625e-03  7.54896e+04  3.04995e+06
        208  1.17188e-02  7.54870e+04  3.04985e+06
        209  0.00000e+00  7.54870e+04  3.04985e+06
        210  0.00000e+00  7.54870e+04  3.04985e+06
        211  3.90625e-03  7.54868e+04  3.04984e+06
        212  3.90625e-03  7.54849e+04  3.04976e+06
        213  3.90625e-03  7.54846e+04  3.04975e+06
        214  3.90625e-03  7.54841e+04  3.04973e+06
        215  3.90625e-03  7.54832e+04  3.04969e+06
        216  7.81250e-03  7.54815e+04  3.04963e+06
        217  3.90625e-03  7.54791e+04  3.04953e+06
        218  7.81250e-03  7.54787e+04  3.04952e+06
        219  0.00000e+00  7.54787e+04  3.04952e+06
        220  7.81250e-03  7.54769e+04  3.04944e+06
        221  7.81250e-03  7.54759e+04  3.04940e+06
        222  0.00000e+00  7.54759e+04  3.04940e+06
        223  7.81250e-03  7.54748e+04  3.04936e+06
        224  3.90625e-03  7.54747e+04  3.04936e+06
        225  0.00000e+00  7.54747e+04  3.04936e+06
        226  3.90625e-03  7.54725e+04  3.04927e+06
        227  3.90625e-03  7.54719e+04  3.04924e+06
        228  7.81250e-03  7.54705e+04  3.04919e+06
        229  0.00000e+00  7.54705e+04  3.04919e+06
        230  1.17188e-02  7.54684e+04  3.04910e+06
        231  0.00000e+00  7.54684e+04  3.04910e+06
        232  3.90625e-03  7.54682e+04  3.04910e+06
        233  7.81250e-03  7.54664e+04  3.04902e+06
        234  3.90625e-03  7.54655e+04  3.04899e+06
        235  3.90625e-03  7.54642e+04  3.04894e+06
        236  3.90625e-03  7.54641e+04  3.04893e+06
        237  7.81250e-03  7.54625e+04  3.04887e+06
        238  0.00000e+00  7.54625e+04  3.04887e+06
        239  0.00000e+00  7.54625e+04  3.04887e+06
        240  0.00000e+00  7.54625e+04  3.04887e+06
        241  0.00000e+00  7.54625e+04  3.04887e+06
        242  3.90625e-03  7.54619e+04  3.04884e+06
