          1  1.36719e-01 -5.94713e+00  6.96910e+00
          2  1.52344e-01 -5.92957e+00  7.01587e+00
          3  1.28906e-01 -5.92707e+00  7.04768e+00
          4  1.48438e-01 -5.91104e+00  7.17153e+00
          5  1.64062e-01 -5.95255e+00  6.94316e+00
          6  1.28906e-01 -5.94710e+00  6.98865e+00
          7  1.71875e-01 -5.95463e+00  6.94563e+00
          8  1.56250e-01 -5.96465e+00  6.91149e+00
          9  1.48438e-01 -5.98771e+00  6.78006e+00
         10  1.40625e-01 -6.00372e+00  6.71239e+00
         11  1.44531e-01 -6.02331e+00  6.65076e+00
         12  1.52344e-01 -6.01646e+00  6.64944e+00
         13  1.48438e-01 -5.99731e+00  6.73775e+00
         14  1.28906e-01 -6.02858e+00  6.59080e+00
         15  1.52344e-01 -6.01656e+00  6.65704e+00
         16  1.25000e-01 -6.01296e+00  6.67056e+00
         17  1.48438e-01 -5.99939e+00  6.77442e+00
         18  1.79688e-01 -6.04663e+00  6.56325e+00
         19  1.52344e-01 -6.04421e+00  6.60773e+00
         20  1.13281e-01 -6.03927e+00  6.63937e+00
         21  1.56250e-01 -6.03169e+00  6.69630e+00
         22  1.67969e-01 -6.03988e+00  6.61574e+00
         23  1.52344e-01 -6.09377e+00  6.37999e+00
         24  1.05469e-01 -6.07898e+00  6.47246e+00
         25  1.44531e-01 -6.06917e+00  6.52738e+00
         26  1.79688e-01 -6.08499e+00  6.41963e+00
         27  1.25000e-01 -6.10936e+00  6.31943e+00
         28  1.09375e-01 -6.12874e+00  6.16232e+00
         29  1.52344e-01 -6.14625e+00  6.05564e+00
         30  1.32812e-01 -6.14229e+00  6.02778e+00
         31  1.17188e-01 -6.17512e+00  5.86575e+00
         32  1.56250e-01 -6.15483e+00  5.94609e+00
         33  1.21094e-01 -6.16897e+00  5.91010e+00
         34  1.28906e-01 -6.16602e+00  5.91091e+00
         35  1.44531e-01 -6.14877e+00  5.96557e+00
         36  1.25000e-01 -6.15710e+00  5.91820e+00
         37  1.36719e-01 -6.12715e+00  6.08458e+00
         38  1.44531e-01 -6.15107e+00  5.99345e+00
         39  1.36719e-01 -6.17047e+00  5.91879e+00
         40  1.44531e-01 -6.18507e+00  5.85816e+00
         41  1.28906e-01 -6.14829e+00  6.02687e+00
         42  1.32812e-01 -6.15680e+00  5.96753e+00
         43  1.25000e-01 -6.14923e+00  6.02867e+00
         44  1.52344e-01 -6.18466e+00  5.85271e+00
         45  1.48438e-01 -6.18591e+00  5.88619e+00
         46  1.71875e-01 -6.14353e+00  6.09406e+00
         47  1.75781e-01 -6.16038e+00  5.99396e+00
         48  1.32812e-01 -6.19928e+00  5.79271e+00
         49  1.28906e-01 -6.19709e+00  5.79490e+00
         50  9.37500e-02 -6.20829e+00  5.71471e+00
         51  1.40625e-01 -6.20012e+00  5.78912e+00
         52  1.40625e-01 -6.22258e+00  5.65388e+00
         53  1.28906e-01 -6.21198e+00  5.68126e+00
         54  1.01562e-01 -6.23502e+00  5.58845e+00
         55  1.36719e-01 -6.24496e+00  5.51021e+00
         56  1.40625e-01 -6.26495e+00  5.40558e+00
         57  9.37500e-02 -6.24484e+00  5.51017e+00
         58  1.09375e-01 -6.23107e+00  5.57104e+00
         59  1.28906e-01 -6.23831e+00  5.53501e+00
         60  1.56250e-01 -6.24681e+00  5.45864e+00
         61  1.44531e-01 -6.27922e+00  5.33275e+00
         62  1.13281e-01 -6.25013e+00  5.49179e+00
         63  1.44531e-01 -6.27932e+00  5.33303e+00
         64  1.48438e-01 -6.25323e+00  5.41622e+00
         65  1.75781e-01 -6.29334e+00  5.20838e+00
         66  1.21094e-01 -6.29826e+00  5.20390e+00
         67  1.64062e-01 -6.27328e+00  5.36984e+00
         68  1.36719e-01 -6.23774e+00  5.51028e+00
         69  1.36719e-01 -6.25290e+00  5.44809e+00
         70  1.83594e-01 -6.29358e+00  5.26282e+00
         71  1.32812e-01 -6.34283e+00  5.05569e+00
         72  1.36719e-01 -6.35318e+00  4.97130e+00
         73  1.17188e-01 -6.36065e+00  4.96193e+00
         74  1.21094e-01 -6.33764e+00  5.07796e+00
         75  1.32812e-01 -6.34061e+00  5.07383e+00
         76  1.32812e-01 -6.30107e+00  5.29041e+00
         77  1.40625e-01 -6.30113e+00  5.27533e+00
         78  1.40625e-01 -6.29529e+00  5.31937e+00
         79  1.25000e-01 -6.31719e+00  5.20449e+00
         80  1.28906e-01 -6.32842e+00  5.14969e+00
         81  9.37500e-02 -6.33142e+00  5.12775e+00
         82  1.32812e-01 -6.37061e+00  4.94128e+00
         83  1.40625e-01 -6.34060e+00  5.09059e+00
         84  1.21094e-01 -6.36185e+00  4.98682e+00
         85  1.32812e-01 -6.34204e+00  5.08016e+00
         86  1.67969e-01 -6.32538e+00  5.13232e+00
         87  1.44531e-01 -6.31559e+00  5.18115e+00
         88  1.48438e-01 -6.29243e+00  5.27969e+00
         89  1.21094e-01 -6.31592e+00  5.13038e+00
         90  1.67969e-01 -6.33915e+00  5.01273e+00
         91  1.52344e-01 -6.32255e+00  5.10389e+00
         92  1.40625e-01 -6.36040e+00  4.89924e+00
         93  1.36719e-01 -6.36706e+00  4.83596e+00
         94  1.56250e-01 -6.36995e+00  4.87522e+00
         95  1.52344e-01 -6.39051e+00  4.82863e+00
         96  1.67969e-01 -6.34052e+00  5.06224e+00
         97  1.87500e-01 -6.32671e+00  5.08940e+00
         98  1.79688e-01 -6.28996e+00  5.27121e+00
         99  1.44531e-01 -6.30686e+00  5.16504e+00
        100  1.60156e-01 -6.33382e+00  5.04057e+00
        101  1.67969e-01 -6.32621e+00  5.06816e+00
        102  1.40625e-01 -6.32600e+00  5.05917e+00
        103  1.56250e-01 -6.31951e+00  5.06149e+00
        104  1.60156e-01 -6.34296e+00  4.95067e+00
        105  1.36719e-01 -6.33751e+00  4.93368e+00
