1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 5.719999999999999529e-01 -5.040000000000000036e-01
9.719999999999999751e-01 9.399999999999999467e-01 7.039999999999999591e-01 1.559999999999999998e-01 -3.760000000000000009e-01
8.639999999999999902e-01 7.399999999999999911e-01 2.240000000000000047e-01 -2.479999999999999982e-01 3.599999999999999728e-02
7.560000000000000053e-01 5.360000000000000320e-01 1.559999999999999998e-01 3.200000000000000067e-02 -8.000000000000000167e-03
6.480000000000000204e-01 4.040000000000000258e-01 8.000000000000000167e-02 -8.000000000000000167e-02 -6.400000000000000133e-02
4.680000000000000271e-01 2.159999999999999976e-01 -2.800000000000000058e-02 0.000000000000000000e+00 -6.800000000000000488e-02
3.559999999999999831e-01 1.519999999999999962e-01 3.599999999999999728e-02 -4.000000000000000083e-03 8.000000000000000167e-03
3.840000000000000080e-01 5.199999999999999761e-02 -7.599999999999999811e-02 1.200000000000000025e-02 -8.400000000000000522e-02
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.218990645384309790e-01 8.654362597434391846e-01
2.354522265853853380e-01 3.418588449631180248e-01 7.116246472363183528e-01 9.897385156278735163e-01 9.284784807181204469e-01
5.045018219525208014e-01 6.739561317102762406e-01 9.765441895873743228e-01 9.707033842739789531e-01 1.001356509659652616e+00
6.558846994371999584e-01 8.459114995436840534e-01 9.897385156278744045e-01 1.001492861585757455e+00 1.001973955364568347e+00
7.631682008648198456e-01 9.165940095338034332e-01 9.987944540523785442e-01 9.987944540523786552e-01 9.999518060675880449e-01
8.855012421217739460e-01 9.783520280364619293e-01 1.001613156694067364e+00 1.002006020070252967e+00 9.996866979088541161e-01
9.363605525316360811e-01 9.903632046418322510e-01 1.001356509659652394e+00 1.001998003990025365e+00 1.001973955364568791e+00
9.251853173748209036e-01 1.000650390905473142e+00 9.991080359349935325e-01 1.001933873039416945e+00 9.984646848575239320e-01
